prompt_id,template_id,seed,profile,direct_exposure_score,upr_score,tsr_score
T20-V2,T20,71,Lenient,0.127833,0.966995,0.943623
T20-V3,T20,71,Lenient,0.130768,0.962339,0.945150
T20-V4,T20,71,Lenient,0.130707,0.964140,0.942601
T20-V5,T20,71,Lenient,0.129503,0.963955,0.941890
T20-V6,T20,71,Lenient,0.127782,0.967789,0.946038
T20-V7,T20,71,Lenient,0.130317,0.962651,0.946126
T20-V8,T20,71,Lenient,0.127951,0.966423,0.942769
T21-V1,T21,71,Lenient,0.127833,0.966995,0.943623
T21-V2,T21,71,Lenient,0.130768,0.962339,0.945150
T21-V3,T21,71,Lenient,0.128707,0.966140,0.945101
T21-V4,T21,71,Lenient,0.132303,0.961155,0.938390
T21-V5,T21,71,Lenient,0.127782,0.967789,0.946038
T21-V6,T21,71,Lenient,0.130317,0.962651,0.946126
T21-V7,T21,71,Lenient,0.125951,0.968423,0.945269
T21-V8,T21,71,Lenient,0.128993,0.967601,0.948114
T22-V1,T22,71,Lenient,0.133168,0.959939,0.942150
T22-V2,T22,71,Lenient,0.131107,0.963740,0.942101
T22-V3,T22,71,Lenient,0.132703,0.960755,0.937890
T22-V4,T22,71,Lenient,0.132982,0.962589,0.939538
T22-V5,T22,71,Lenient,0.132717,0.960251,0.943126
T22-V6,T22,71,Lenient,0.128351,0.966023,0.942269
T22-V7,T22,71,Lenient,0.129393,0.967201,0.947614
T22-V8,T22,71,Lenient,0.131445,0.965413,0.940500
T23-V1,T23,71,Lenient,0.131107,0.963740,0.942101
T23-V2,T23,71,Lenient,0.132703,0.960755,0.937890
T23-V3,T23,71,Lenient,0.130982,0.964589,0.942038
T23-V4,T23,71,Lenient,0.135517,0.957451,0.939626
T23-V5,T23,71,Lenient,0.128351,0.966023,0.942269
T23-V6,T23,71,Lenient,0.129393,0.967201,0.947614
T23-V7,T23,71,Lenient,0.129445,0.967413,0.943000
T23-V8,T23,71,Lenient,0.130051,0.962824,0.943391
T24-V1,T24,71,Lenient,0.132703,0.960755,0.937890
T24-V2,T24,71,Lenient,0.130982,0.964589,0.942038
T24-V3,T24,71,Lenient,0.133517,0.959451,0.942126
T24-V4,T24,71,Lenient,0.131151,0.963223,0.938769
T24-V5,T24,71,Lenient,0.129393,0.967201,0.947614
T24-V6,T24,71,Lenient,0.129445,0.967413,0.943000
T24-V7,T24,71,Lenient,0.128051,0.964824,0.945891
T24-V8,T24,71,Lenient,0.133027,0.961062,0.941001
T25-V1,T25,71,Lenient,0.128582,0.966989,0.945038
T25-V2,T25,71,Lenient,0.131117,0.961851,0.945126
T25-V3,T25,71,Lenient,0.126751,0.967623,0.944269
T25-V4,T25,71,Lenient,0.129793,0.966801,0.947114
T25-V5,T25,71,Lenient,0.127045,0.969813,0.946000
T25-V6,T25,71,Lenient,0.125651,0.967224,0.948891
T25-V7,T25,71,Lenient,0.128627,0.965462,0.946501
T25-V8,T25,71,Lenient,0.127414,0.968179,0.943932
T26-V1,T26,71,Lenient,0.131117,0.961851,0.945126
T26-V2,T26,71,Lenient,0.126751,0.967623,0.944269
T26-V3,T26,71,Lenient,0.127793,0.968801,0.949614
T26-V4,T26,71,Lenient,0.129845,0.967013,0.942500
T26-V5,T26,71,Lenient,0.125651,0.967224,0.948891
T26-V6,T26,71,Lenient,0.128627,0.965462,0.946501
T26-V7,T26,71,Lenient,0.125414,0.970179,0.946432
T26-V8,T26,71,Lenient,0.127644,0.965834,0.941745
T27-V1,T27,71,Lenient,0.126751,0.967623,0.944269
T27-V2,T27,71,Lenient,0.127793,0.968801,0.949614
T27-V3,T27,71,Lenient,0.127845,0.969013,0.945000
T27-V4,T27,71,Lenient,0.128451,0.964424,0.945391
T27-V5,T27,71,Lenient,0.128627,0.965462,0.946501
T27-V6,T27,71,Lenient,0.125414,0.970179,0.946432
T27-V7,T27,71,Lenient,0.125644,0.967834,0.944245
T27-V8,T27,71,Lenient,0.128616,0.961938,0.944780
T28-V1,T28,71,Lenient,0.127793,0.968801,0.949614
T28-V2,T28,71,Lenient,0.127845,0.969013,0.945000
T28-V3,T28,71,Lenient,0.126451,0.966424,0.947891
T28-V4,T28,71,Lenient,0.131427,0.962662,0.943001
T28-V5,T28,71,Lenient,0.125414,0.970179,0.946432
T28-V6,T28,71,Lenient,0.125644,0.967834,0.944245
T28-V7,T28,71,Lenient,0.126616,0.963938,0.947280
T28-V8,T28,71,Lenient,0.128424,0.965339,0.943156
T29-V1,T29,71,Lenient,0.127845,0.969013,0.945000
T29-V2,T29,71,Lenient,0.126451,0.966424,0.947891
T29-V3,T29,71,Lenient,0.129427,0.964662,0.945501
T29-V4,T29,71,Lenient,0.128214,0.967379,0.942932
T29-V5,T29,71,Lenient,0.125644,0.967834,0.944245
T29-V6,T29,71,Lenient,0.126616,0.963938,0.947280
T29-V7,T29,71,Lenient,0.126424,0.967339,0.945656
T29-V8,T29,71,Lenient,0.128894,0.966909,0.943318
T30-V1,T30,71,Lenient,0.130233,0.964595,0.940623
T30-V2,T30,71,Lenient,0.133168,0.959939,0.942150
T30-V3,T30,71,Lenient,0.131107,0.963740,0.942101
T30-V4,T30,71,Lenient,0.134703,0.958755,0.935390
T30-V5,T30,71,Lenient,0.130182,0.965389,0.943038
T30-V6,T30,71,Lenient,0.132717,0.960251,0.943126
T30-V7,T30,71,Lenient,0.128351,0.966023,0.942269
T30-V8,T30,71,Lenient,0.131393,0.965201,0.945114
T31-V1,T31,71,Lenient,0.133168,0.959939,0.942150
T31-V2,T31,71,Lenient,0.131107,0.963740,0.942101
T31-V3,T31,71,Lenient,0.132703,0.960755,0.937890
T31-V4,T31,71,Lenient,0.132982,0.962589,0.939538
T31-V5,T31,71,Lenient,0.132717,0.960251,0.943126
T31-V6,T31,71,Lenient,0.128351,0.966023,0.942269
T31-V7,T31,71,Lenient,0.129393,0.967201,0.947614
T31-V8,T31,71,Lenient,0.131445,0.965413,0.940500
T32-V1,T32,71,Lenient,0.131107,0.963740,0.942101
T32-V2,T32,71,Lenient,0.132703,0.960755,0.937890
T32-V3,T32,71,Lenient,0.130982,0.964589,0.942038
T32-V4,T32,71,Lenient,0.135517,0.957451,0.939626
T32-V5,T32,71,Lenient,0.128351,0.966023,0.942269
T32-V6,T32,71,Lenient,0.129393,0.967201,0.947614
T32-V7,T32,71,Lenient,0.129445,0.967413,0.943000
T32-V8,T32,71,Lenient,0.130051,0.962824,0.943391
T01-V1,T01,101,Lenient,0.128373,0.967042,0.946579
T01-V2,T01,101,Lenient,0.125484,0.964688,0.946771
T01-V3,T01,101,Lenient,0.125369,0.963551,0.943265
T01-V4,T01,101,Lenient,0.127654,0.964595,0.943863
T01-V5,T01,101,Lenient,0.128537,0.963715,0.946239
T01-V6,T01,101,Lenient,0.129073,0.967023,0.944928
T01-V7,T01,101,Lenient,0.129374,0.968856,0.946634
T01-V8,T01,101,Lenient,0.128830,0.963590,0.944188
T02-V1,T02,101,Lenient,0.125484,0.964688,0.946771
T02-V2,T02,101,Lenient,0.125369,0.963551,0.943265
T02-V3,T02,101,Lenient,0.125654,0.966595,0.946363
T02-V4,T02,101,Lenient,0.131337,0.960915,0.942739
T02-V5,T02,101,Lenient,0.129073,0.967023,0.944928
T02-V6,T02,101,Lenient,0.129374,0.968856,0.946634
T02-V7,T02,101,Lenient,0.126830,0.965590,0.946688
T02-V8,T02,101,Lenient,0.126925,0.967901,0.947296
T03-V1,T03,101,Lenient,0.125369,0.963551,0.943265
T03-V2,T03,101,Lenient,0.125654,0.966595,0.946363
T03-V3,T03,101,Lenient,0.129337,0.962915,0.945239
T03-V4,T03,101,Lenient,0.131873,0.964223,0.941428
T03-V5,T03,101,Lenient,0.129374,0.968856,0.946634
T03-V6,T03,101,Lenient,0.126830,0.965590,0.946688
T03-V7,T03,101,Lenient,0.124925,0.969901,0.949796
T03-V8,T03,101,Lenient,0.126970,0.970270,0.946846
T04-V1,T04,101,Lenient,0.125654,0.966595,0.946363
T04-V2,T04,101,Lenient,0.129337,0.962915,0.945239
T04-V3,T04,101,Lenient,0.129873,0.966223,0.943928
T04-V4,T04,101,Lenient,0.132174,0.966056,0.943134
T04-V5,T04,101,Lenient,0.126830,0.965590,0.946688
T04-V6,T04,101,Lenient,0.124925,0.969901,0.949796
T04-V7,T04,101,Lenient,0.124970,0.972270,0.949346
T04-V8,T04,101,Lenient,0.125451,0.969750,0.945056
T05-V1,T05,101,Lenient,0.129337,0.962915,0.945239
T05-V2,T05,101,Lenient,0.129873,0.966223,0.943928
T05-V3,T05,101,Lenient,0.130174,0.968056,0.945634
T05-V4,T05,101,Lenient,0.129630,0.962790,0.943188
T05-V5,T05,101,Lenient,0.124925,0.969901,0.949796
T05-V6,T05,101,Lenient,0.124970,0.972270,0.949346
T05-V7,T05,101,Lenient,0.123451,0.971750,0.947556
T05-V8,T05,101,Lenient,0.126657,0.966501,0.948838
T06-V1,T06,101,Lenient,0.132273,0.963823,0.940928
T06-V2,T06,101,Lenient,0.132574,0.965656,0.942634
T06-V3,T06,101,Lenient,0.130030,0.962390,0.942688
T06-V4,T06,101,Lenient,0.130125,0.964701,0.943296
T06-V5,T06,101,Lenient,0.127370,0.969870,0.946346
T06-V6,T06,101,Lenient,0.125851,0.969350,0.944556
T06-V7,T06,101,Lenient,0.127057,0.966101,0.948338
T06-V8,T06,101,Lenient,0.129930,0.966851,0.945764
T07-V1,T07,101,Lenient,0.132574,0.965656,0.942634
T07-V2,T07,101,Lenient,0.130030,0.962390,0.942688
T07-V3,T07,101,Lenient,0.128125,0.966701,0.945796
T07-V4,T07,101,Lenient,0.130170,0.967070,0.942846
T07-V5,T07,101,Lenient,0.125851,0.969350,0.944556
T07-V6,T07,101,Lenient,0.127057,0.966101,0.948338
T07-V7,T07,101,Lenient,0.127930,0.968851,0.948264
T07-V8,T07,101,Lenient,0.128355,0.965153,0.944526
T08-V1,T08,101,Lenient,0.130030,0.962390,0.942688
T08-V2,T08,101,Lenient,0.128125,0.966701,0.945796
T08-V3,T08,101,Lenient,0.128170,0.969070,0.945346
T08-V4,T08,101,Lenient,0.128651,0.966550,0.941056
T08-V5,T08,101,Lenient,0.127057,0.966101,0.948338
T08-V6,T08,101,Lenient,0.127930,0.968851,0.948264
T08-V7,T08,101,Lenient,0.126355,0.967153,0.947026
T08-V8,T08,101,Lenient,0.128115,0.961129,0.944407
T09-V1,T09,101,Lenient,0.125725,0.969101,0.948796
T09-V2,T09,101,Lenient,0.125770,0.971470,0.948346
T09-V3,T09,101,Lenient,0.124251,0.970950,0.946556
T09-V4,T09,101,Lenient,0.127457,0.965701,0.947838
T09-V5,T09,101,Lenient,0.125530,0.971251,0.951264
T09-V6,T09,101,Lenient,0.123955,0.969553,0.950026
T09-V7,T09,101,Lenient,0.123715,0.965529,0.949907
T09-V8,T09,101,Lenient,0.126415,0.965067,0.947969
T10-V1,T10,101,Lenient,0.128373,0.967042,0.946579
T10-V2,T10,101,Lenient,0.125484,0.964688,0.946771
T10-V3,T10,101,Lenient,0.125369,0.963551,0.943265
T10-V4,T10,101,Lenient,0.127654,0.964595,0.943863
T10-V5,T10,101,Lenient,0.128537,0.963715,0.946239
T10-V6,T10,101,Lenient,0.129073,0.967023,0.944928
T10-V7,T10,101,Lenient,0.129374,0.968856,0.946634
T10-V8,T10,101,Lenient,0.128830,0.963590,0.944188
T11-V1,T11,101,Lenient,0.125484,0.964688,0.946771
T11-V2,T11,101,Lenient,0.125369,0.963551,0.943265
T11-V3,T11,101,Lenient,0.125654,0.966595,0.946363
T11-V4,T11,101,Lenient,0.131337,0.960915,0.942739
T11-V5,T11,101,Lenient,0.129073,0.967023,0.944928
T11-V6,T11,101,Lenient,0.129374,0.968856,0.946634
T11-V7,T11,101,Lenient,0.126830,0.965590,0.946688
T11-V8,T11,101,Lenient,0.126925,0.967901,0.947296
T12-V1,T12,101,Lenient,0.125369,0.963551,0.943265
T12-V2,T12,101,Lenient,0.125654,0.966595,0.946363
T12-V3,T12,101,Lenient,0.129337,0.962915,0.945239
T12-V4,T12,101,Lenient,0.131873,0.964223,0.941428
T12-V5,T12,101,Lenient,0.129374,0.968856,0.946634
T12-V6,T12,101,Lenient,0.126830,0.965590,0.946688
T12-V7,T12,101,Lenient,0.124925,0.969901,0.949796
T12-V8,T12,101,Lenient,0.126970,0.970270,0.946846
T13-V1,T13,101,Lenient,0.125654,0.966595,0.946363
T13-V2,T13,101,Lenient,0.129337,0.962915,0.945239
T13-V3,T13,101,Lenient,0.129873,0.966223,0.943928
T13-V4,T13,101,Lenient,0.132174,0.966056,0.943134
T13-V5,T13,101,Lenient,0.126830,0.965590,0.946688
T13-V6,T13,101,Lenient,0.124925,0.969901,0.949796
T13-V7,T13,101,Lenient,0.124970,0.972270,0.949346
T13-V8,T13,101,Lenient,0.125451,0.969750,0.945056
T14-V1,T14,101,Lenient,0.131737,0.960515,0.942239
T14-V2,T14,101,Lenient,0.132273,0.963823,0.940928
T14-V3,T14,101,Lenient,0.132574,0.965656,0.942634
T14-V4,T14,101,Lenient,0.132030,0.960390,0.940188
T14-V5,T14,101,Lenient,0.127325,0.967501,0.946796
T14-V6,T14,101,Lenient,0.127370,0.969870,0.946346
T14-V7,T14,101,Lenient,0.125851,0.969350,0.944556
T14-V8,T14,101,Lenient,0.129057,0.964101,0.945838
T15-V1,T15,101,Lenient,0.132273,0.963823,0.940928
T15-V2,T15,101,Lenient,0.132574,0.965656,0.942634
T15-V3,T15,101,Lenient,0.130030,0.962390,0.942688
T15-V4,T15,101,Lenient,0.130125,0.964701,0.943296
T15-V5,T15,101,Lenient,0.127370,0.969870,0.946346
T15-V6,T15,101,Lenient,0.125851,0.969350,0.944556
T15-V7,T15,101,Lenient,0.127057,0.966101,0.948338
T15-V8,T15,101,Lenient,0.129930,0.966851,0.945764
T16-V1,T16,101,Lenient,0.132574,0.965656,0.942634
T16-V2,T16,101,Lenient,0.130030,0.962390,0.942688
T16-V3,T16,101,Lenient,0.128125,0.966701,0.945796
T16-V4,T16,101,Lenient,0.130170,0.967070,0.942846
T16-V5,T16,101,Lenient,0.125851,0.969350,0.944556
T16-V6,T16,101,Lenient,0.127057,0.966101,0.948338
T16-V7,T16,101,Lenient,0.127930,0.968851,0.948264
T16-V8,T16,101,Lenient,0.128355,0.965153,0.944526
T17-V1,T17,101,Lenient,0.129230,0.963190,0.943688
T17-V2,T17,101,Lenient,0.127325,0.967501,0.946796
T17-V3,T17,101,Lenient,0.127370,0.969870,0.946346
T17-V4,T17,101,Lenient,0.127851,0.967350,0.942056
T17-V5,T17,101,Lenient,0.126257,0.966901,0.949338
T17-V6,T17,101,Lenient,0.127130,0.969651,0.949264
T17-V7,T17,101,Lenient,0.125555,0.967953,0.948026
T17-V8,T17,101,Lenient,0.127315,0.961929,0.945407
T18-V1,T18,101,Lenient,0.127325,0.967501,0.946796
T18-V2,T18,101,Lenient,0.127370,0.969870,0.946346
T18-V3,T18,101,Lenient,0.125851,0.969350,0.944556
T18-V4,T18,101,Lenient,0.129057,0.964101,0.945838
T18-V5,T18,101,Lenient,0.127130,0.969651,0.949264
T18-V6,T18,101,Lenient,0.125555,0.967953,0.948026
T18-V7,T18,101,Lenient,0.125315,0.963929,0.947907
T18-V8,T18,101,Lenient,0.128015,0.963467,0.945969
T19-V1,T19,101,Lenient,0.127370,0.969870,0.946346
T19-V2,T19,101,Lenient,0.125851,0.969350,0.944556
T19-V3,T19,101,Lenient,0.127057,0.966101,0.948338
T19-V4,T19,101,Lenient,0.129930,0.966851,0.945764
T19-V5,T19,101,Lenient,0.125555,0.967953,0.948026
T19-V6,T19,101,Lenient,0.125315,0.963929,0.947907
T19-V7,T19,101,Lenient,0.126015,0.965467,0.948469
T19-V8,T19,101,Lenient,0.128967,0.966859,0.945955
T20-V1,T20,101,Lenient,0.127084,0.963088,0.944771
T20-V2,T20,101,Lenient,0.126969,0.961951,0.941265
T20-V3,T20,101,Lenient,0.127254,0.964995,0.944363
T20-V4,T20,101,Lenient,0.132937,0.959315,0.940739
T20-V5,T20,101,Lenient,0.130673,0.965423,0.942928
T20-V6,T20,101,Lenient,0.130974,0.967256,0.944634
T20-V7,T20,101,Lenient,0.128430,0.963990,0.944688
T20-V8,T20,101,Lenient,0.128525,0.966301,0.945296
T21-V1,T21,101,Lenient,0.126969,0.961951,0.941265
T21-V2,T21,101,Lenient,0.127254,0.964995,0.944363
T21-V3,T21,101,Lenient,0.130937,0.961315,0.943239
T21-V4,T21,101,Lenient,0.133473,0.962623,0.939428
T21-V5,T21,101,Lenient,0.130974,0.967256,0.944634
T21-V6,T21,101,Lenient,0.128430,0.963990,0.944688
T21-V7,T21,101,Lenient,0.126525,0.968301,0.947796
T21-V8,T21,101,Lenient,0.128570,0.968670,0.944846
T22-V1,T22,101,Lenient,0.129654,0.962595,0.941363
T22-V2,T22,101,Lenient,0.133337,0.958915,0.940239
T22-V3,T22,101,Lenient,0.133873,0.962223,0.938928
T22-V4,T22,101,Lenient,0.136174,0.962056,0.938134
T22-V5,T22,101,Lenient,0.130830,0.961590,0.941688
T22-V6,T22,101,Lenient,0.128925,0.965901,0.944796
T22-V7,T22,101,Lenient,0.128970,0.968270,0.944346
T22-V8,T22,101,Lenient,0.129451,0.965750,0.940056
T23-V1,T23,101,Lenient,0.133337,0.958915,0.940239
T23-V2,T23,101,Lenient,0.133873,0.962223,0.938928
T23-V3,T23,101,Lenient,0.134174,0.964056,0.940634
T23-V4,T23,101,Lenient,0.133630,0.958790,0.938188
T23-V5,T23,101,Lenient,0.128925,0.965901,0.944796
T23-V6,T23,101,Lenient,0.128970,0.968270,0.944346
T23-V7,T23,101,Lenient,0.127451,0.967750,0.942556
T23-V8,T23,101,Lenient,0.130657,0.962501,0.943838
T24-V1,T24,101,Lenient,0.133873,0.962223,0.938928
T24-V2,T24,101,Lenient,0.134174,0.964056,0.940634
T24-V3,T24,101,Lenient,0.131630,0.960790,0.940688
T24-V4,T24,101,Lenient,0.131725,0.963101,0.941296
T24-V5,T24,101,Lenient,0.128970,0.968270,0.944346
T24-V6,T24,101,Lenient,0.127451,0.967750,0.942556
T24-V7,T24,101,Lenient,0.128657,0.964501,0.946338
T24-V8,T24,101,Lenient,0.131530,0.965251,0.943764
T25-V1,T25,101,Lenient,0.131774,0.966456,0.943634
T25-V2,T25,101,Lenient,0.129230,0.963190,0.943688
T25-V3,T25,101,Lenient,0.127325,0.967501,0.946796
T25-V4,T25,101,Lenient,0.129370,0.967870,0.943846
T25-V5,T25,101,Lenient,0.125051,0.970150,0.945556
T25-V6,T25,101,Lenient,0.126257,0.966901,0.949338
T25-V7,T25,101,Lenient,0.127130,0.969651,0.949264
T25-V8,T25,101,Lenient,0.127555,0.965953,0.945526
T26-V1,T26,101,Lenient,0.129230,0.963190,0.943688
T26-V2,T26,101,Lenient,0.127325,0.967501,0.946796
T26-V3,T26,101,Lenient,0.127370,0.969870,0.946346
T26-V4,T26,101,Lenient,0.127851,0.967350,0.942056
T26-V5,T26,101,Lenient,0.126257,0.966901,0.949338
T26-V6,T26,101,Lenient,0.127130,0.969651,0.949264
T26-V7,T26,101,Lenient,0.125555,0.967953,0.948026
T26-V8,T26,101,Lenient,0.127315,0.961929,0.945407
T27-V1,T27,101,Lenient,0.127325,0.967501,0.946796
T27-V2,T27,101,Lenient,0.127370,0.969870,0.946346
T27-V3,T27,101,Lenient,0.125851,0.969350,0.944556
T27-V4,T27,101,Lenient,0.129057,0.964101,0.945838
T27-V5,T27,101,Lenient,0.127130,0.969651,0.949264
T27-V6,T27,101,Lenient,0.125555,0.967953,0.948026
T27-V7,T27,101,Lenient,0.125315,0.963929,0.947907
T27-V8,T27,101,Lenient,0.128015,0.963467,0.945969
T28-V1,T28,101,Lenient,0.127370,0.969870,0.946346
T28-V2,T28,101,Lenient,0.125851,0.969350,0.944556
T28-V3,T28,101,Lenient,0.127057,0.966101,0.948338
T28-V4,T28,101,Lenient,0.129930,0.966851,0.945764
T28-V5,T28,101,Lenient,0.125555,0.967953,0.948026
T28-V6,T28,101,Lenient,0.125315,0.963929,0.947907
T28-V7,T28,101,Lenient,0.126015,0.965467,0.948469
T28-V8,T28,101,Lenient,0.128967,0.966859,0.945955
T29-V1,T29,101,Lenient,0.125851,0.969350,0.944556
T29-V2,T29,101,Lenient,0.127057,0.966101,0.948338
T29-V3,T29,101,Lenient,0.127930,0.968851,0.948264
T29-V4,T29,101,Lenient,0.128355,0.965153,0.944526
T29-V5,T29,101,Lenient,0.125315,0.963929,0.947907
T29-V6,T29,101,Lenient,0.126015,0.965467,0.948469
T29-V7,T29,101,Lenient,0.126967,0.968859,0.948455
T29-V8,T29,101,Lenient,0.128957,0.965280,0.943568
T30-V1,T30,101,Lenient,0.129369,0.959551,0.938265
T30-V2,T30,101,Lenient,0.129654,0.962595,0.941363
T30-V3,T30,101,Lenient,0.133337,0.958915,0.940239
T30-V4,T30,101,Lenient,0.135873,0.960223,0.936428
T30-V5,T30,101,Lenient,0.133374,0.964856,0.941634
T30-V6,T30,101,Lenient,0.130830,0.961590,0.941688
T30-V7,T30,101,Lenient,0.128925,0.965901,0.944796
T30-V8,T30,101,Lenient,0.130970,0.966270,0.941846
T31-V1,T31,101,Lenient,0.129654,0.962595,0.941363
T31-V2,T31,101,Lenient,0.133337,0.958915,0.940239
T31-V3,T31,101,Lenient,0.133873,0.962223,0.938928
T31-V4,T31,101,Lenient,0.136174,0.962056,0.938134
T31-V5,T31,101,Lenient,0.130830,0.961590,0.941688
T31-V6,T31,101,Lenient,0.128925,0.965901,0.944796
T31-V7,T31,101,Lenient,0.128970,0.968270,0.944346
T31-V8,T31,101,Lenient,0.129451,0.965750,0.940056
T32-V1,T32,101,Lenient,0.133337,0.958915,0.940239
T32-V2,T32,101,Lenient,0.133873,0.962223,0.938928
T32-V3,T32,101,Lenient,0.134174,0.964056,0.940634
T32-V4,T32,101,Lenient,0.133630,0.958790,0.938188
T32-V5,T32,101,Lenient,0.128925,0.965901,0.944796
T32-V6,T32,101,Lenient,0.128970,0.968270,0.944346
T32-V7,T32,101,Lenient,0.127451,0.967750,0.942556
T32-V8,T32,101,Lenient,0.130657,0.962501,0.943838
T01-V1,T01,17,Balanced,0.093252,0.940904,0.924050
T01-V2,T01,17,Balanced,0.093016,0.938899,0.918247
T01-V3,T01,17,Balanced,0.092538,0.943447,0.921007
T01-V4,T01,17,Balanced,0.094328,0.939193,0.920058
T01-V5,T01,17,Balanced,0.090300,0.942163,0.922175
T01-V6,T01,17,Balanced,0.093900,0.943190,0.921912
T01-V7,T01,17,Balanced,0.094523,0.939005,0.923325
T01-V8,T01,17,Balanced,0.095175,0.940392,0.916568
T02-V1,T02,17,Balanced,0.093016,0.938899,0.918247
T02-V2,T02,17,Balanced,0.092538,0.943447,0.921007
T02-V3,T02,17,Balanced,0.092328,0.941193,0.922558
T02-V4,T02,17,Balanced,0.093100,0.939363,0.918675
T02-V5,T02,17,Balanced,0.093900,0.943190,0.921912
T02-V6,T02,17,Balanced,0.094523,0.939005,0.923325
T02-V7,T02,17,Balanced,0.093175,0.942392,0.919068
T02-V8,T02,17,Balanced,0.094475,0.936148,0.915342
T03-V1,T03,17,Balanced,0.092538,0.943447,0.921007
T03-V2,T03,17,Balanced,0.092328,0.941193,0.922558
T03-V3,T03,17,Balanced,0.091100,0.941363,0.921175
T03-V4,T03,17,Balanced,0.096700,0.940390,0.918412
T03-V5,T03,17,Balanced,0.094523,0.939005,0.923325
T03-V6,T03,17,Balanced,0.093175,0.942392,0.919068
T03-V7,T03,17,Balanced,0.092475,0.938148,0.917842
T03-V8,T03,17,Balanced,0.096562,0.935266,0.915617
T04-V1,T04,17,Balanced,0.092328,0.941193,0.922558
T04-V2,T04,17,Balanced,0.091100,0.941363,0.921175
T04-V3,T04,17,Balanced,0.094700,0.942390,0.920912
T04-V4,T04,17,Balanced,0.097323,0.936205,0.919825
T04-V5,T04,17,Balanced,0.093175,0.942392,0.919068
T04-V6,T04,17,Balanced,0.092475,0.938148,0.917842
T04-V7,T04,17,Balanced,0.094562,0.937266,0.918117
T04-V8,T04,17,Balanced,0.096479,0.937676,0.914225
T05-V1,T05,17,Balanced,0.091100,0.941363,0.921175
T05-V2,T05,17,Balanced,0.094700,0.942390,0.920912
T05-V3,T05,17,Balanced,0.095323,0.938205,0.922325
T05-V4,T05,17,Balanced,0.095975,0.939592,0.915568
T05-V5,T05,17,Balanced,0.092475,0.938148,0.917842
T05-V6,T05,17,Balanced,0.094562,0.937266,0.918117
T05-V7,T05,17,Balanced,0.094479,0.939676,0.916725
T05-V8,T05,17,Balanced,0.094152,0.935959,0.916682
T06-V1,T06,17,Balanced,0.097100,0.939990,0.917912
T06-V2,T06,17,Balanced,0.097723,0.935805,0.919325
T06-V3,T06,17,Balanced,0.096375,0.939192,0.915068
T06-V4,T06,17,Balanced,0.097675,0.932948,0.911342
T06-V5,T06,17,Balanced,0.096962,0.934866,0.915117
T06-V6,T06,17,Balanced,0.096879,0.937276,0.913725
T06-V7,T06,17,Balanced,0.094552,0.935559,0.916182
T06-V8,T06,17,Balanced,0.097240,0.931736,0.914362
T07-V1,T07,17,Balanced,0.097723,0.935805,0.919325
T07-V2,T07,17,Balanced,0.096375,0.939192,0.915068
T07-V3,T07,17,Balanced,0.095675,0.934948,0.913842
T07-V4,T07,17,Balanced,0.099762,0.932066,0.911617
T07-V5,T07,17,Balanced,0.096879,0.937276,0.913725
T07-V6,T07,17,Balanced,0.094552,0.935559,0.916182
T07-V7,T07,17,Balanced,0.095240,0.933736,0.916862
T07-V8,T07,17,Balanced,0.098110,0.937008,0.914432
T08-V1,T08,17,Balanced,0.096375,0.939192,0.915068
T08-V2,T08,17,Balanced,0.095675,0.934948,0.913842
T08-V3,T08,17,Balanced,0.097762,0.934066,0.914117
T08-V4,T08,17,Balanced,0.099679,0.934476,0.910225
T08-V5,T08,17,Balanced,0.094552,0.935559,0.916182
T08-V6,T08,17,Balanced,0.095240,0.933736,0.916862
T08-V7,T08,17,Balanced,0.096110,0.939008,0.916932
T08-V8,T08,17,Balanced,0.097559,0.934802,0.911625
T09-V1,T09,17,Balanced,0.093275,0.937348,0.916842
T09-V2,T09,17,Balanced,0.095362,0.936466,0.917117
T09-V3,T09,17,Balanced,0.095279,0.938876,0.915725
T09-V4,T09,17,Balanced,0.094952,0.935159,0.915682
T09-V5,T09,17,Balanced,0.092840,0.936136,0.919862
T09-V6,T09,17,Balanced,0.093710,0.941408,0.919932
T09-V7,T09,17,Balanced,0.093159,0.939202,0.917125
T09-V8,T09,17,Balanced,0.097962,0.935880,0.918506
T10-V1,T10,17,Balanced,0.093252,0.940904,0.924050
T10-V2,T10,17,Balanced,0.093016,0.938899,0.918247
T10-V3,T10,17,Balanced,0.092538,0.943447,0.921007
T10-V4,T10,17,Balanced,0.094328,0.939193,0.920058
T10-V5,T10,17,Balanced,0.090300,0.942163,0.922175
T10-V6,T10,17,Balanced,0.093900,0.943190,0.921912
T10-V7,T10,17,Balanced,0.094523,0.939005,0.923325
T10-V8,T10,17,Balanced,0.095175,0.940392,0.916568
T11-V1,T11,17,Balanced,0.093016,0.938899,0.918247
T11-V2,T11,17,Balanced,0.092538,0.943447,0.921007
T11-V3,T11,17,Balanced,0.092328,0.941193,0.922558
T11-V4,T11,17,Balanced,0.093100,0.939363,0.918675
T11-V5,T11,17,Balanced,0.093900,0.943190,0.921912
T11-V6,T11,17,Balanced,0.094523,0.939005,0.923325
T11-V7,T11,17,Balanced,0.093175,0.942392,0.919068
T11-V8,T11,17,Balanced,0.094475,0.936148,0.915342
T12-V1,T12,17,Balanced,0.092538,0.943447,0.921007
T12-V2,T12,17,Balanced,0.092328,0.941193,0.922558
T12-V3,T12,17,Balanced,0.091100,0.941363,0.921175
