method,document_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention
Regex-only,001-107264,train,42,9,9,0,33,80.6,0.996
Regex-only,001-80849,train,48,15,14,1,34,72.1,1.000
Regex-only,001-70372,train,63,37,37,0,26,48.5,1.000
Regex-only,001-86678,train,54,24,24,0,30,59.8,1.000
Regex-only,001-61631,train,65,24,24,0,41,66.4,1.000
Regex-only,001-94238,train,58,11,10,1,48,84.9,0.995
Regex-only,001-79036,train,23,6,6,0,17,74.7,1.000
Regex-only,001-151047,train,31,7,7,0,24,78.5,1.000
Regex-only,001-77315,train,54,29,27,2,27,55.2,1.000
Regex-only,001-86687,train,32,14,13,1,19,69.1,0.998
Regex-only,001-57546,train,166,37,37,0,129,79.7,1.000
Regex-only,001-80593,train,41,13,13,0,28,72.1,1.000
Regex-only,001-92408,train,42,22,21,1,21,52.7,0.996
Regex-only,001-61901,train,33,10,8,2,25,81.1,0.991
Regex-only,001-60513,train,35,11,9,2,26,79.7,0.990
Regex-only,001-83610,train,29,11,11,0,18,66.6,1.000
Regex-only,001-72015,train,171,19,19,0,152,88.1,1.000
Regex-only,001-77757,train,31,10,8,2,23,76.5,0.988
Regex-only,001-61313,train,60,26,26,0,34,62.2,1.000
Regex-only,001-88564,train,34,7,7,0,27,82.3,1.000
Regex-only,001-97411,train,48,14,14,0,34,78.1,1.000
Regex-only,001-96442,train,37,19,17,2,20,63.1,0.990
Regex-only,001-67482,train,32,12,10,2,22,71.8,0.990
Regex-only,001-72158,train,35,19,18,1,17,54.3,1.000
Regex-only,001-90786,train,55,12,12,0,43,72.6,1.000
Regex-only,001-70104,train,35,11,10,1,25,76.8,0.993
Regex-only,001-90287,train,45,21,20,1,25,63.5,0.996
Regex-only,001-92748,train,50,22,22,0,28,64.8,1.000
Regex-only,001-77755,train,43,15,15,0,28,71.9,1.000
Regex-only,001-90501,train,57,23,23,0,34,56.8,1.000
Regex-only,001-88579,train,45,20,19,1,26,62.0,0.996
Regex-only,001-78580,train,44,20,20,0,24,62.4,1.000
Regex-only,001-86359,train,39,18,17,1,22,56.9,1.000
Regex-only,001-94750,train,29,11,11,0,18,70.8,1.000
Regex-only,001-81370,train,53,28,27,1,26,55.8,1.000
Regex-only,001-159917,train,33,14,13,1,20,60.3,1.000
Regex-only,001-87556,train,43,13,11,2,32,76.9,0.995
Regex-only,001-76756,train,76,21,21,0,55,65.3,1.000
Regex-only,001-66819,train,42,25,25,0,17,45.0,1.000
Regex-only,001-89960,train,35,10,10,0,25,74.6,1.000
Regex-only,001-94113,train,44,16,16,0,28,69.3,1.000
Regex-only,001-97054,train,45,12,12,0,33,80.8,1.000
Regex-only,001-95907,train,37,15,15,0,22,73.0,0.988
Regex-only,001-99411,train,47,20,19,1,28,67.9,0.996
Regex-only,001-60442,train,49,9,7,2,42,88.3,0.990
Regex-only,001-76070,train,42,17,17,0,25,60.6,1.000
Regex-only,001-159916,train,38,10,10,0,28,76.4,1.000
Regex-only,001-69895,train,34,8,8,0,26,81.6,1.000
Regex-only,001-72154,train,62,12,11,1,51,84.7,0.994
Regex-only,001-66736,train,53,24,24,0,29,55.1,1.000
Regex-only,001-88723,train,37,18,14,4,23,65.2,0.996
Regex-only,001-94129,train,44,14,14,0,30,67.8,1.000
Regex-only,001-61365,train,57,20,20,0,37,67.4,1.000
Regex-only,001-86006,train,33,9,8,1,25,79.9,0.996
Regex-only,001-101952,train,44,20,20,0,24,61.5,1.000
Regex-only,001-94748,train,50,19,19,0,31,65.7,0.992
Regex-only,001-147269,train,37,9,9,0,28,80.5,1.000
Regex-only,001-114965,train,90,16,16,0,74,76.7,1.000
Regex-only,001-91633,train,48,14,14,0,34,71.0,1.000
Regex-only,001-94446,train,82,19,19,0,63,76.3,1.000
Regex-only,001-101862,train,37,15,14,1,23,70.6,0.996
Regex-only,001-86685,train,58,20,19,1,39,72.2,0.996
Regex-only,001-93088,train,50,16,15,1,35,75.8,0.996
Regex-only,001-84048,train,47,20,20,0,27,69.2,1.000
Regex-only,001-57826,train,137,35,35,0,102,74.2,1.000
Regex-only,001-104543,train,27,8,8,0,19,77.6,1.000
Regex-only,001-88897,train,50,17,17,0,33,74.4,1.000
Regex-only,001-88721,train,33,14,13,1,20,64.1,0.996
Regex-only,001-60945,train,69,20,20,0,49,67.1,1.000
Regex-only,001-66833,train,42,20,19,1,23,63.7,1.000
Regex-only,001-108973,train,27,6,6,0,21,81.0,1.000
Regex-only,001-61379,train,50,15,15,0,35,74.8,1.000
Regex-only,001-85000,train,33,14,13,1,20,65.9,0.996
Regex-only,001-99391,train,49,18,18,0,31,68.5,0.997
Regex-only,001-61830,train,55,31,31,0,24,50.7,1.000
Regex-only,001-61682,train,56,25,25,0,31,60.9,1.000
Regex-only,001-163811,train,43,19,19,0,24,54.9,1.000
Regex-only,001-150788,train,353,109,106,3,247,62.3,0.999
Regex-only,001-85559,train,39,13,13,0,26,64.6,1.000
Regex-only,001-114097,train,132,49,48,1,84,67.5,0.999
Regex-only,001-60940,train,203,26,26,0,177,86.6,0.999
Regex-only,001-82319,train,94,14,14,0,80,88.9,1.000
Regex-only,001-78289,train,95,44,44,0,51,53.3,1.000
Regex-only,001-106918,train,154,18,18,0,136,88.2,1.000
Regex-only,001-104653,train,96,44,43,1,53,57.5,0.999
Regex-only,001-78435,train,140,53,53,0,87,64.6,1.000
Regex-only,001-82290,train,67,24,24,0,43,66.4,0.999
Regex-only,001-111966,train,50,19,19,0,31,59.0,1.000
Regex-only,001-86681,train,87,35,35,0,52,63.3,1.000
Regex-only,001-106202,train,138,40,38,2,100,75.1,0.998
Regex-only,001-87558,train,99,45,44,1,55,61.9,0.998
Regex-only,001-146408,train,44,8,8,0,36,82.2,1.000
Regex-only,001-71942,train,106,41,41,0,65,60.1,1.000
Regex-only,001-91552,train,58,11,11,0,47,79.8,1.000
Regex-only,001-59097,train,110,16,16,0,94,84.2,1.000
Regex-only,001-82173,train,99,42,42,0,57,63.3,1.000
Regex-only,001-140021,train,112,27,27,0,85,78.4,1.000
Regex-only,001-77919,train,62,10,10,0,52,95.0,1.000
Regex-only,001-61561,train,80,23,23,0,57,78.4,1.000
Regex-only,001-75150,train,86,44,43,1,43,55.8,0.997
Regex-only,001-57976,train,69,10,10,0,59,85.3,0.999
Regex-only,001-95203,train,57,15,15,0,42,72.4,1.000
Regex-only,001-99172,train,117,41,41,0,76,57.7,1.000
Regex-only,001-91115,train,126,54,54,0,72,62.0,1.000
Regex-only,001-122497,train,43,11,11,0,32,81.9,1.000
Regex-only,001-79067,train,75,27,27,0,48,73.5,1.000
Regex-only,001-85489,train,94,26,26,0,68,74.2,0.999
Regex-only,001-95293,train,76,32,32,0,44,61.0,1.000
Regex-only,001-98909,train,62,12,12,0,50,82.0,1.000
Regex-only,001-93951,train,95,36,36,0,59,74.5,1.000
Regex-only,001-90761,train,96,22,22,0,74,79.5,1.000
Regex-only,001-60717,train,119,40,38,2,81,70.0,0.995
Regex-only,001-78304,train,177,54,54,0,123,68.4,1.000
Regex-only,001-96035,train,62,16,16,0,46,76.1,1.000
Regex-only,001-98361,train,63,32,31,1,32,55.7,0.998
Regex-only,001-57477,train,135,30,30,0,105,78.5,1.000
Regex-only,001-91357,train,74,14,14,0,60,80.5,1.000
Regex-only,001-70442,train,126,17,17,0,109,87.5,1.000
Regex-only,001-60428,train,129,53,51,2,78,58.8,0.995
Regex-only,001-99399,train,100,25,25,0,75,75.5,1.000
Regex-only,001-97851,train,67,23,23,0,44,70.8,1.000
Regex-only,001-86982,train,88,36,36,0,52,60.0,1.000
Regex-only,001-105123,train,98,28,27,1,71,74.2,0.999
Regex-only,001-70524,train,94,35,35,0,59,68.5,1.000
Regex-only,001-99589,train,72,18,18,0,54,74.3,1.000
Regex-only,001-79503,train,98,38,38,0,60,59.7,1.000
Regex-only,001-58909,train,101,17,16,1,85,85.5,0.998
Regex-only,001-104702,train,106,25,25,0,81,68.3,1.000
Regex-only,001-169201,train,125,19,19,0,106,88.3,1.000
Regex-only,001-104361,train,169,43,43,0,126,62.1,1.000
Regex-only,001-99932,train,176,41,41,0,135,78.8,1.000
Regex-only,001-97860,train,195,42,42,0,153,78.1,1.000
Regex-only,001-127613,train,131,34,34,0,97,77.8,1.000
Regex-only,001-87434,train,142,65,65,0,77,59.5,1.000
Regex-only,001-72239,train,123,11,11,0,112,90.8,1.000
Regex-only,001-61105,train,53,14,12,2,41,82.0,0.997
Regex-only,001-95209,train,195,66,66,0,129,72.1,1.000
Regex-only,001-90592,train,93,51,51,0,42,48.7,1.000
Regex-only,001-60653,train,104,59,58,1,46,42.3,0.998
Regex-only,001-162761,train,171,28,28,0,143,80.4,1.000
Regex-only,001-58274,train,152,30,29,1,123,95.0,0.989
Regex-only,001-83089,train,116,36,32,4,84,78.8,0.995
Regex-only,001-94202,train,196,9,8,1,188,96.7,0.998
Regex-only,001-117633,train,114,29,29,0,85,67.0,1.000
Regex-only,001-91636,train,135,43,43,0,92,74.0,1.000
Regex-only,001-60718,train,181,98,97,1,84,42.1,0.998
Regex-only,001-82213,train,126,57,57,0,69,59.4,1.000
Regex-only,001-80129,train,205,29,27,2,178,91.9,0.996
Regex-only,001-90285,train,152,74,73,1,79,61.6,0.999
Regex-only,001-58225,train,186,67,67,0,119,75.0,0.999
Regex-only,001-159044,train,124,34,34,0,90,65.4,1.000
Regex-only,001-75535,train,148,76,76,0,72,50.7,1.000
Regex-only,001-90135,train,149,45,45,0,104,75.6,1.000
Regex-only,001-147676,train,106,12,11,1,95,90.7,1.000
Regex-only,001-150670,train,161,14,14,0,147,89.8,1.000
Regex-only,001-101684,train,151,83,83,0,68,50.5,1.000
Regex-only,001-60597,train,126,34,33,1,93,79.0,0.998
Regex-only,001-179408,train,153,32,32,0,121,82.5,1.000
Regex-only,001-85487,train,110,28,28,0,82,74.4,1.000
Regex-only,001-84046,train,119,44,44,0,75,62.3,1.000
Regex-only,001-164453,train,127,7,7,0,120,97.5,1.000
Regex-only,001-89277,train,133,23,23,0,110,84.4,1.000
Regex-only,001-177938,train,122,20,20,0,102,84.8,1.000
Regex-only,001-104515,train,156,39,39,0,117,73.6,0.999
Regex-only,001-79342,train,132,56,56,0,76,58.0,1.000
Regex-only,001-93690,train,91,7,7,0,84,89.2,1.000
Regex-only,001-157515,train,190,40,40,0,150,88.4,1.000
Regex-only,001-99994,train,121,24,24,0,97,92.6,0.999
Regex-only,001-58280,train,197,32,31,1,166,86.4,0.992
Regex-only,001-96953,train,135,29,29,0,106,83.2,1.000
Regex-only,001-122365,train,82,15,15,0,67,85.4,1.000
Regex-only,001-60889,train,165,97,97,0,68,46.0,1.000
Regex-only,001-58900,train,115,14,14,0,101,85.1,1.000
Regex-only,001-176760,train,144,26,25,1,119,77.6,0.999
Regex-only,001-92693,train,172,30,30,0,142,83.3,1.000
Regex-only,001-80577,train,124,49,49,0,75,61.0,1.000
Regex-only,001-61703,train,158,32,32,0,126,79.7,1.000
Regex-only,001-66824,train,53,35,35,0,18,39.5,1.000
Regex-only,001-67108,train,70,38,38,0,32,57.9,1.000
Regex-only,001-70859,train,53,19,19,0,34,70.4,1.000
Regex-only,001-77317,train,37,14,14,0,23,63.7,1.000
Regex-only,001-78302,train,72,53,52,1,20,45.7,0.999
Regex-only,001-79017,train,90,72,72,0,18,21.9,1.000
Regex-only,001-75454,train,107,19,19,0,88,83.0,0.998
Regex-only,001-100543,train,77,27,27,0,50,69.1,1.000
Regex-only,001-79583,train,35,12,12,0,23,72.5,1.000
Regex-only,001-72881,train,44,19,18,1,26,69.3,0.996
Regex-only,001-100897,train,65,27,26,1,39,72.7,1.000
Regex-only,001-58739,train,74,26,26,0,48,73.7,1.000
Regex-only,001-66831,train,64,27,27,0,37,60.6,1.000
Regex-only,001-95808,train,29,10,8,2,21,80.0,0.989
Regex-only,001-75313,train,42,16,16,0,26,71.8,1.000
Regex-only,001-70889,train,34,18,18,0,16,51.1,1.000
Regex-only,001-81374,train,64,27,27,0,37,65.0,1.000
Regex-only,001-89586,train,55,33,32,1,23,54.2,0.998
Regex-only,001-87968,train,44,14,14,0,30,79.0,1.000
Regex-only,001-79267,train,118,99,99,0,19,17.1,1.000
Regex-only,001-96579,train,57,22,22,0,35,71.0,1.000
Regex-only,001-59218,train,59,18,18,0,41,80.2,1.000
Regex-only,001-58609,train,76,29,29,0,47,60.0,1.000
Regex-only,001-159205,train,28,6,6,0,22,80.6,1.000
Regex-only,001-105230,train,62,30,30,0,32,59.5,0.999
Regex-only,001-84572,train,49,23,23,0,26,66.8,1.000
Regex-only,001-84123,train,95,24,24,0,71,70.6,1.000
Regex-only,001-72156,train,38,17,17,0,21,61.5,1.000
Regex-only,001-84036,train,57,21,21,0,36,73.1,1.000
Regex-only,001-77042,train,82,43,43,0,39,54.4,1.000
Regex-only,001-67754,train,56,35,35,0,21,42.7,1.000
Regex-only,001-77666,train,50,18,18,0,32,69.8,1.000
Regex-only,001-61745,train,68,16,16,0,52,75.4,1.000
Regex-only,001-102400,train,64,27,27,0,37,59.6,1.000
Regex-only,001-76459,train,47,21,21,0,26,52.4,1.000
Regex-only,001-61739,train,124,68,68,0,56,57.7,1.000
Regex-only,001-68882,train,80,46,46,0,34,56.2,1.000
Regex-only,001-103365,train,52,22,22,0,30,63.2,1.000
Regex-only,001-87574,train,60,18,18,0,42,75.1,1.000
Regex-only,001-75892,train,69,24,24,0,45,72.6,1.000
Regex-only,001-90755,train,30,10,10,0,20,78.6,1.000
Regex-only,001-77311,train,33,15,15,0,18,59.0,1.000
Regex-only,001-57862,train,100,10,10,0,90,89.9,0.999
Regex-only,001-89977,train,83,52,52,0,31,40.8,1.000
Regex-only,001-89287,train,56,23,23,0,33,67.8,1.000
Regex-only,001-85669,train,55,31,31,0,24,38.9,1.000
Regex-only,001-94967,train,52,17,17,0,35,69.6,1.000
Regex-only,001-85304,train,56,29,29,0,27,66.1,1.000
Regex-only,001-106204,train,60,19,19,0,41,74.9,1.000
Regex-only,001-77498,train,80,26,26,0,54,70.5,1.000
Regex-only,001-66747,train,40,17,17,0,23,62.8,1.000
Regex-only,001-79014,train,104,85,85,0,19,20.5,1.000
Regex-only,001-99413,train,67,31,31,0,36,67.1,1.000
Regex-only,001-90745,train,52,27,27,0,25,58.7,1.000
Regex-only,001-90545,train,60,29,29,0,31,58.5,1.000
Regex-only,001-87211,train,48,20,20,0,28,62.1,1.000
Regex-only,001-82728,train,61,33,33,0,28,50.3,1.000
Regex-only,001-96041,train,68,33,33,0,35,63.4,1.000
Regex-only,001-88343,train,36,13,13,0,23,79.0,0.997
Regex-only,001-88725,train,47,22,22,0,25,72.0,1.000
Regex-only,001-94440,train,33,17,17,0,16,58.0,1.000
Regex-only,001-82179,train,51,19,19,0,32,71.3,1.000
Regex-only,001-90567,train,35,18,18,0,17,63.0,1.000
Regex-only,001-76455,train,40,15,15,0,25,72.9,1.000
Regex-only,001-75527,train,54,25,25,0,29,48.9,1.000
Regex-only,001-84279,train,59,30,30,0,29,58.3,1.000
Regex-only,001-84034,train,35,17,16,1,19,65.8,0.995
Regex-only,001-66826,train,48,24,24,0,24,66.5,1.000
Regex-only,001-60014,train,67,32,32,0,35,60.4,1.000
Regex-only,001-61758,train,68,41,41,0,27,53.1,1.000
Regex-only,001-84576,train,50,29,29,0,21,54.8,1.000
Regex-only,001-66817,train,52,30,30,0,22,56.6,1.000
Regex-only,001-61245,train,72,43,43,0,29,50.8,1.000
Regex-only,001-79996,train,108,7,7,0,101,88.1,1.000
Regex-only,001-99178,train,60,24,24,0,36,71.6,1.000
Regex-only,001-87972,train,46,20,20,0,26,64.8,1.000
Regex-only,001-98434,train,60,31,31,0,29,60.0,1.000
Regex-only,001-77981,train,158,53,53,0,105,60.8,0.996
Regex-only,001-82175,train,49,22,22,0,27,64.8,1.000
Regex-only,001-61087,train,64,38,38,0,26,45.4,1.000
Regex-only,001-95922,train,56,21,20,1,36,73.4,0.997
Regex-only,001-60733,train,50,19,19,0,31,70.8,1.000
Regex-only,001-66745,train,39,24,24,0,15,52.5,1.000
Regex-only,001-87209,train,39,13,12,1,27,77.6,0.995
Regex-only,001-83374,train,62,14,14,0,48,77.5,1.000
Regex-only,001-76627,train,45,16,16,0,29,68.0,1.000
Regex-only,001-61773,train,37,17,17,0,20,67.9,1.000
Regex-only,001-104962,train,49,11,11,0,38,87.1,1.000
Regex-only,001-101947,train,33,16,15,1,18,54.8,0.995
Regex-only,001-89943,train,86,41,40,1,46,64.1,0.997
Regex-only,001-93957,train,34,13,13,0,21,64.2,1.000
Regex-only,001-69352,train,77,44,44,0,33,47.2,1.000
Regex-only,001-69356,train,37,20,19,1,18,64.8,1.000
Regex-only,001-66564,train,83,36,36,0,47,65.6,1.000
Regex-only,001-104927,train,62,15,15,0,47,85.7,1.000
Regex-only,001-91631,train,50,27,27,0,23,58.7,1.000
Regex-only,001-110379,train,28,10,10,0,18,68.7,1.000
Regex-only,001-102425,train,26,13,13,0,13,53.8,1.000
Regex-only,001-93320,train,40,17,17,0,23,66.7,1.000
Regex-only,001-77329,train,35,20,20,0,15,56.9,1.000
Regex-only,001-170344,train,53,8,8,0,45,83.6,1.000
Regex-only,001-99180,train,51,14,13,1,38,87.3,0.996
Regex-only,001-90547,train,55,30,30,0,25,56.0,1.000
Regex-only,001-90779,train,67,16,16,0,51,80.0,1.000
Regex-only,001-61741,train,45,14,14,0,31,73.9,1.000
Regex-only,001-76078,train,47,10,10,0,37,79.5,1.000
Regex-only,001-102141,train,88,22,22,0,66,70.2,1.000
Regex-only,001-66646,train,77,40,38,2,39,55.2,1.000
Regex-only,001-97051,train,43,21,21,0,22,67.1,1.000
Regex-only,001-61359,train,49,16,16,0,33,74.1,1.000
Regex-only,001-78281,train,47,20,20,0,27,64.0,1.000
Regex-only,001-90246,train,94,37,37,0,57,79.9,1.000
Regex-only,001-111839,train,41,16,16,0,25,63.2,1.000
Regex-only,001-77848,train,39,17,17,0,22,61.1,1.000
Regex-only,001-66644,train,45,25,25,0,20,50.3,1.000
Regex-only,001-75317,train,48,22,22,0,26,67.9,1.000
Regex-only,001-102381,train,72,24,24,0,48,64.9,1.000
Regex-only,001-77651,train,74,48,48,0,26,49.3,1.000
Regex-only,001-93292,train,53,23,23,0,30,65.1,1.000
Regex-only,001-58804,train,73,16,16,0,57,74.9,1.000
Regex-only,001-90173,train,65,33,33,0,32,49.3,1.000
Regex-only,001-93318,train,39,15,15,0,24,66.4,1.000
Regex-only,001-61550,train,71,8,8,0,63,88.8,1.000
Regex-only,001-95816,train,53,27,26,1,27,53.7,0.997
Regex-only,001-67274,train,70,28,28,0,42,70.5,1.000
Regex-only,001-91586,train,47,24,24,0,23,63.7,1.000
Regex-only,001-73028,train,59,20,20,0,39,66.6,1.000
Regex-only,001-107589,train,48,16,16,0,32,74.2,1.000
Regex-only,001-77309,train,33,14,14,0,19,64.3,1.000
Regex-only,001-75896,train,58,23,23,0,35,68.9,1.000
Regex-only,001-80008,train,62,43,43,0,19,35.4,1.000
Regex-only,001-79887,train,49,12,12,0,37,79.8,1.000
Regex-only,001-67586,train,51,31,31,0,20,49.5,1.000
Regex-only,001-61453,train,57,27,26,1,31,60.2,1.000
Regex-only,001-68112,train,100,28,28,0,72,68.8,1.000
Regex-only,001-90767,train,44,14,14,0,30,74.1,1.000
Regex-only,001-61451,train,77,36,36,0,41,63.5,1.000
Regex-only,001-85730,train,37,15,15,0,22,68.2,1.000
Regex-only,001-80083,train,66,23,23,0,43,71.8,1.000
Regex-only,001-89126,train,34,10,10,0,24,78.8,1.000
Regex-only,001-97058,train,37,13,13,0,24,80.5,1.000
Regex-only,001-71805,train,31,9,8,1,23,79.3,0.993
Regex-only,001-57791,train,132,20,18,2,114,86.7,0.997
Regex-only,001-117742,train,61,11,10,1,51,87.9,0.998
Regex-only,001-67906,train,63,18,17,1,46,73.5,0.998
Regex-only,001-58069,train,87,15,15,0,72,86.3,0.999
Regex-only,001-108391,train,28,6,6,0,22,80.2,1.000
Regex-only,001-58915,train,94,23,22,1,72,79.5,0.995
Regex-only,001-57720,train,73,18,18,0,55,78.1,0.999
Regex-only,001-94415,train,25,7,7,0,18,79.3,0.998
Regex-only,001-94431,train,27,5,5,0,22,85.6,1.000
Regex-only,001-175007,train,53,12,12,0,41,79.4,0.999
Regex-only,001-66648,train,57,31,29,2,28,60.2,0.990
Regex-only,001-70851,train,47,18,16,2,31,77.1,0.992
Regex-only,001-89275,train,36,14,14,0,22,61.7,1.000
Regex-only,001-82913,train,46,27,27,0,19,44.9,1.000
Regex-only,001-89116,train,38,12,12,0,26,68.6,1.000
Regex-only,001-84749,train,59,20,20,0,39,68.0,1.000
Regex-only,001-67208,train,45,26,25,1,20,50.7,0.996
Regex-only,001-93300,train,48,17,17,0,31,63.4,1.000
Regex-only,001-60559,train,37,15,13,2,24,72.5,0.992
Regex-only,001-79344,train,53,19,19,0,34,71.6,1.000
Regex-only,001-78163,train,54,41,40,1,14,28.0,0.994
Regex-only,001-79421,train,36,12,12,0,24,70.0,1.000
Regex-only,001-107273,train,52,14,14,0,38,71.9,1.000
Regex-only,001-71355,train,68,37,36,1,32,47.8,0.996
Regex-only,001-61086,train,55,30,30,0,25,49.9,1.000
Regex-only,001-70247,train,38,15,13,2,25,74.3,0.996
Regex-only,001-98911,train,40,20,17,3,23,69.8,0.989
Regex-only,001-98365,train,49,18,18,0,31,74.0,1.000
Regex-only,001-96577,train,41,18,18,0,23,55.2,1.000
Regex-only,001-79008,train,40,12,12,0,28,73.4,1.000
Regex-only,001-85302,train,43,12,12,0,31,74.7,1.000
Regex-only,001-95779,train,28,13,12,1,16,64.3,0.996
Regex-only,001-59865,train,68,38,37,1,31,57.4,0.994
Regex-only,001-59677,train,52,9,8,1,44,86.2,0.996
Regex-only,001-61563,train,52,34,32,2,20,42.8,0.992
Regex-only,001-67715,train,63,24,24,0,39,63.6,1.000
Regex-only,001-61822,train,52,18,18,0,34,78.0,1.000
Regex-only,001-61683,train,62,30,29,1,33,58.3,1.000
Regex-only,001-71212,train,52,31,27,4,25,58.2,0.986
Regex-only,001-90448,train,40,15,15,0,25,68.2,1.000
Regex-only,001-120055,train,48,11,11,0,37,77.0,1.000
Regex-only,001-84291,train,52,15,15,0,37,78.3,1.000
Regex-only,001-83957,train,61,24,23,1,38,66.2,0.995
Regex-only,001-67361,train,48,32,30,2,18,57.4,0.991
Regex-only,001-59861,train,63,37,36,1,27,61.8,0.994
Regex-only,001-61832,train,40,15,12,3,28,71.7,0.987
Regex-only,001-94741,train,41,12,12,0,29,78.9,0.999
Regex-only,001-95366,train,53,20,20,0,33,77.3,1.000
Regex-only,001-99591,train,45,25,23,2,22,57.0,0.996
Regex-only,001-90561,train,51,30,27,3,24,50.8,0.997
Regex-only,001-84815,train,38,15,14,1,24,72.1,1.000
Regex-only,001-59854,train,64,37,35,2,29,62.6,0.989
Regex-only,001-77338,train,71,35,35,0,36,52.7,1.000
Regex-only,001-94229,train,53,9,9,0,44,83.7,1.000
Regex-only,001-75531,train,41,15,13,2,28,74.8,0.991
Regex-only,001-59856,train,73,37,37,0,36,60.0,0.998
Regex-only,001-60911,train,48,28,26,2,22,59.5,0.991
Regex-only,001-108683,train,46,14,14,0,32,73.1,1.000
Regex-only,001-177868,train,47,5,5,0,42,85.1,1.000
Regex-only,001-76760,train,69,29,29,0,40,63.9,1.000
Regex-only,001-71815,train,54,15,14,1,40,76.1,0.996
Regex-only,001-79053,train,48,13,13,0,35,79.6,1.000
Regex-only,001-76993,train,61,24,24,0,37,61.1,1.000
Regex-only,001-66829,train,61,26,25,1,36,64.0,1.000
Regex-only,001-61571,train,59,35,34,1,25,45.3,1.000
Regex-only,001-60558,train,50,12,11,1,39,75.9,0.996
Regex-only,001-68509,train,43,9,9,0,34,80.6,1.000
Regex-only,001-61712,train,40,12,10,2,30,81.6,0.992
Regex-only,001-71800,train,53,15,13,2,40,77.3,0.993
Regex-only,001-71483,train,35,18,17,1,18,57.7,0.996
Regex-only,001-83961,train,61,23,23,0,38,68.8,1.000
Regex-only,001-61362,train,57,26,22,4,35,61.6,0.997
Regex-only,001-109148,train,40,14,13,1,27,70.9,0.997
Regex-only,001-76989,train,57,15,15,0,42,74.2,1.000
Regex-only,001-96589,train,44,21,19,2,25,68.5,0.996
Regex-only,001-59672,train,42,12,11,1,31,78.2,0.996
Regex-only,001-95217,train,39,15,15,0,24,69.4,1.000
Regex-only,001-90977,train,54,16,16,0,38,93.1,0.997
Regex-only,001-87432,train,45,29,27,2,18,48.7,0.996
Regex-only,001-98515,train,40,26,26,0,14,42.0,1.000
Regex-only,001-94208,train,73,1,1,0,72,99.1,1.000
Regex-only,001-110441,train,34,11,11,0,23,74.5,1.000
Regex-only,001-98261,train,70,9,8,1,62,87.6,0.996
Regex-only,001-61363,train,48,32,31,1,17,43.3,1.000
Regex-only,001-66652,train,63,30,30,0,33,52.4,1.000
Regex-only,001-126134,train,41,15,15,0,26,68.4,1.000
Regex-only,001-83400,train,45,13,13,0,32,76.5,1.000
Regex-only,001-61361,train,69,30,30,0,39,59.4,1.000
Regex-only,001-61737,train,42,26,25,1,17,42.0,0.996
Regex-only,001-59669,train,42,11,10,1,32,76.5,0.996
Regex-only,001-95211,train,55,18,18,0,37,73.5,0.995
Regex-only,001-59666,train,41,11,11,0,30,73.8,1.000
Regex-only,001-99923,train,63,26,26,0,37,65.3,1.000
Regex-only,001-99162,train,48,16,16,0,32,74.3,1.000
Regex-only,001-160628,train,27,8,8,0,19,77.7,1.000
Regex-only,001-95191,train,54,15,15,0,39,72.6,1.000
Regex-only,001-89271,train,45,15,15,0,30,70.5,1.000
Regex-only,001-59668,train,44,10,10,0,34,76.9,1.000
Regex-only,001-80400,train,105,13,13,0,92,86.8,1.000
Regex-only,001-67105,train,63,34,34,0,29,54.5,1.000
Regex-only,001-96023,train,45,25,25,0,20,53.2,1.000
Regex-only,001-84578,train,52,19,19,0,33,67.1,1.000
Regex-only,001-98502,train,58,23,21,2,37,64.7,1.000
Regex-only,001-81686,train,52,22,20,2,32,69.7,0.996
Regex-only,001-177656,train,36,13,13,0,23,67.2,0.998
Regex-only,001-89971,train,72,26,26,0,46,62.8,1.000
Regex-only,001-95195,train,51,21,21,0,30,61.4,1.000
Regex-only,001-103694,train,51,12,12,0,39,79.3,1.000
Regex-only,001-90565,train,51,21,20,1,31,68.3,0.996
Regex-only,001-166486,train,57,13,12,1,45,79.8,1.000
Regex-only,001-140916,train,45,12,12,0,33,76.2,1.000
Regex-only,001-101962,train,47,11,11,0,36,76.5,1.000
Regex-only,001-118335,train,179,44,44,0,135,76.3,1.000
Regex-only,001-60713,train,136,29,28,1,108,73.7,0.999
Regex-only,001-60628,train,138,39,38,1,100,76.3,0.999
Regex-only,001-57881,train,96,17,16,1,80,79.6,0.998
Regex-only,001-57423,train,183,38,38,0,145,76.3,1.000
Regex-only,001-59558,train,129,11,10,1,119,92.1,0.999
Regex-only,001-58051,train,140,29,29,0,111,78.1,1.000
Regex-only,001-147678,train,192,19,19,0,173,87.8,1.000
Regex-only,001-58079,train,170,19,19,0,151,91.2,0.999
Regex-only,001-57700,train,136,26,25,1,111,79.7,0.998
Regex-only,001-98473,train,106,13,13,0,93,88.0,1.000
Regex-only,001-57533,train,106,13,13,0,93,89.0,1.000
Regex-only,001-57775,train,126,22,22,0,104,84.7,1.000
Regex-only,001-147045,train,134,28,28,0,106,81.2,1.000
Regex-only,001-60486,train,121,16,16,0,105,86.2,1.000
Regex-only,001-106200,train,92,14,14,0,78,85.7,1.000
Regex-only,001-57851,train,187,15,15,0,172,91.3,1.000
Regex-only,001-60643,train,163,27,27,0,136,79.3,1.000
Regex-only,001-67155,train,77,47,46,1,31,44.0,0.997
