method,note_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention
NER-only masking,ai4privacy-43410A,ai4privacy-test,4,7,0,7,4,100.0,0.620
NER-only masking,ai4privacy-43410C,ai4privacy-test,3,1,0,1,3,100.0,0.966
NER-only masking,ai4privacy-43420B,ai4privacy-test,11,1,1,0,10,84.8,1.000
NER-only masking,ai4privacy-43427A,ai4privacy-test,14,8,3,5,11,79.1,0.535
NER-only masking,ai4privacy-43438B,ai4privacy-test,6,0,0,0,6,100.0,1.000
NER-only masking,ai4privacy-43438D,ai4privacy-test,5,0,0,0,5,100.0,1.000
NER-only masking,ai4privacy-43445F,ai4privacy-test,1,2,1,1,0,0.0,0.968
NER-only masking,ai4privacy-43459A,ai4privacy-test,0,10,0,10,0,0.0,0.551
NER-only masking,ai4privacy-43463A,ai4privacy-test,9,2,2,0,7,63.6,1.000
NER-only masking,ai4privacy-43463B,ai4privacy-test,11,1,1,0,10,72.6,1.000
NER-only masking,ai4privacy-43465B,ai4privacy-test,4,5,0,5,4,100.0,0.638
NER-only masking,ai4privacy-43465E,ai4privacy-test,5,4,1,3,4,50.0,0.762
NER-only masking,ai4privacy-43467B,ai4privacy-test,0,5,0,5,0,0.0,0.767
NER-only masking,ai4privacy-43473,ai4privacy-test,28,0,0,0,28,100.0,1.000
NER-only masking,ai4privacy-43478B,ai4privacy-test,7,0,0,0,7,100.0,1.000
NER-only masking,ai4privacy-43478D,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-43481D,ai4privacy-test,12,1,0,1,12,100.0,0.937
NER-only masking,ai4privacy-43482A,ai4privacy-test,12,3,3,0,9,64.0,1.000
NER-only masking,ai4privacy-43482E,ai4privacy-test,13,1,1,0,12,90.9,1.000
NER-only masking,ai4privacy-43483B,ai4privacy-test,10,9,0,9,10,100.0,0.636
NER-only masking,ai4privacy-43489A,ai4privacy-test,0,2,0,2,0,0.0,0.862
NER-only masking,ai4privacy-43489B,ai4privacy-test,5,2,0,2,5,100.0,0.921
NER-only masking,ai4privacy-43490A,ai4privacy-test,9,0,0,0,9,100.0,1.000
NER-only masking,ai4privacy-43491B,ai4privacy-test,12,2,2,0,10,76.3,1.000
NER-only masking,ai4privacy-43494C,ai4privacy-test,0,5,0,5,0,0.0,0.782
NER-only masking,ai4privacy-43496B,ai4privacy-test,19,7,4,3,15,74.5,0.835
NER-only masking,ai4privacy-43501A,ai4privacy-test,6,5,0,5,6,100.0,0.784
NER-only masking,ai4privacy-43503C,ai4privacy-test,10,1,0,1,10,100.0,0.931
NER-only masking,ai4privacy-43506A,ai4privacy-test,1,5,0,5,1,100.0,0.599
NER-only masking,ai4privacy-43513A,ai4privacy-test,10,0,0,0,10,100.0,1.000
NER-only masking,ai4privacy-43514A,ai4privacy-test,9,9,1,8,8,97.5,0.332
NER-only masking,ai4privacy-43519C,ai4privacy-test,0,5,0,5,0,0.0,0.775
NER-only masking,ai4privacy-43520A,ai4privacy-test,7,3,0,3,7,100.0,0.823
NER-only masking,ai4privacy-43521B,ai4privacy-test,10,4,0,4,10,100.0,0.804
NER-only masking,ai4privacy-43524C,ai4privacy-test,3,5,0,5,3,100.0,0.781
NER-only masking,ai4privacy-43533C,ai4privacy-test,1,3,0,3,1,100.0,0.800
NER-only masking,ai4privacy-43535C,ai4privacy-test,2,3,0,3,2,100.0,0.826
NER-only masking,ai4privacy-43538B,ai4privacy-test,3,2,0,2,3,100.0,0.863
NER-only masking,ai4privacy-43538C,ai4privacy-test,3,1,0,1,3,100.0,0.956
NER-only masking,ai4privacy-43541C,ai4privacy-test,1,4,0,4,1,100.0,0.760
NER-only masking,ai4privacy-43542A,ai4privacy-test,14,5,0,5,14,100.0,0.563
NER-only masking,ai4privacy-43565D,ai4privacy-test,3,7,3,4,0,70.3,1.000
NER-only masking,ai4privacy-43575A,ai4privacy-test,7,7,0,7,7,100.0,0.632
NER-only masking,ai4privacy-43575B,ai4privacy-test,3,5,1,4,2,92.0,0.807
NER-only masking,ai4privacy-43579C,ai4privacy-test,6,9,0,9,6,100.0,0.634
NER-only masking,ai4privacy-43583A,ai4privacy-test,5,5,0,5,5,100.0,0.707
NER-only masking,ai4privacy-43588B,ai4privacy-test,9,0,0,0,9,100.0,1.000
NER-only masking,ai4privacy-43591A,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-43591C,ai4privacy-test,8,2,2,0,6,46.0,1.000
NER-only masking,ai4privacy-43595A,ai4privacy-test,0,8,0,8,0,0.0,0.532
NER-only masking,ai4privacy-43595C,ai4privacy-test,8,6,0,6,8,100.0,0.738
NER-only masking,ai4privacy-43605B,ai4privacy-test,5,2,2,0,3,52.5,0.976
NER-only masking,ai4privacy-43605D,ai4privacy-test,0,1,0,1,0,0.0,0.939
NER-only masking,ai4privacy-43609B,ai4privacy-test,8,4,1,3,7,78.9,0.830
NER-only masking,ai4privacy-43611A,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-43611B,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-43615B,ai4privacy-test,3,3,0,3,3,100.0,0.820
NER-only masking,ai4privacy-43617A,ai4privacy-test,4,4,0,4,4,100.0,0.841
NER-only masking,ai4privacy-43631C,ai4privacy-test,1,3,0,3,1,100.0,0.832
NER-only masking,ai4privacy-43637A,ai4privacy-test,5,11,0,11,5,100.0,0.570
NER-only masking,ai4privacy-43644B,ai4privacy-test,7,0,0,0,7,100.0,1.000
NER-only masking,ai4privacy-43656B,ai4privacy-test,1,3,0,3,1,100.0,0.877
NER-only masking,ai4privacy-43656C,ai4privacy-test,5,3,0,3,5,100.0,0.773
NER-only masking,ai4privacy-43664B,ai4privacy-test,5,4,0,4,5,100.0,0.807
NER-only masking,ai4privacy-43670B,ai4privacy-test,12,0,0,0,12,100.0,1.000
NER-only masking,ai4privacy-43674C,ai4privacy-test,2,2,0,2,2,100.0,0.895
NER-only masking,ai4privacy-43680C,ai4privacy-test,5,7,0,7,5,100.0,0.722
NER-only masking,ai4privacy-43681C,ai4privacy-test,4,3,0,3,4,100.0,0.816
NER-only masking,ai4privacy-43683B,ai4privacy-test,11,5,1,4,10,80.4,0.826
NER-only masking,ai4privacy-43689A,ai4privacy-test,7,5,0,5,7,100.0,0.710
NER-only masking,ai4privacy-43698C,ai4privacy-test,3,2,1,1,2,38.5,0.948
NER-only masking,ai4privacy-43707C,ai4privacy-test,0,1,0,1,0,0.0,0.960
NER-only masking,ai4privacy-43721C,ai4privacy-test,5,7,0,7,5,100.0,0.633
NER-only masking,ai4privacy-43725A,ai4privacy-test,8,9,0,9,8,100.0,0.405
NER-only masking,ai4privacy-43727C,ai4privacy-test,3,1,1,0,2,62.5,1.000
NER-only masking,ai4privacy-43732B,ai4privacy-test,16,4,3,1,13,55.6,0.904
NER-only masking,ai4privacy-43732D,ai4privacy-test,4,5,0,5,4,100.0,0.761
NER-only masking,ai4privacy-43734A,ai4privacy-test,3,3,1,2,2,83.3,0.891
NER-only masking,ai4privacy-43737B,ai4privacy-test,6,0,0,0,6,100.0,1.000
NER-only masking,ai4privacy-43737D,ai4privacy-test,5,1,0,1,5,100.0,0.964
NER-only masking,ai4privacy-43739B,ai4privacy-test,6,6,0,6,6,100.0,0.664
NER-only masking,ai4privacy-43739F,ai4privacy-test,0,4,0,4,0,0.0,0.790
NER-only masking,ai4privacy-43746C,ai4privacy-test,12,7,3,4,9,67.6,0.813
NER-only masking,ai4privacy-43747C,ai4privacy-test,1,4,0,4,1,100.0,0.746
NER-only masking,ai4privacy-43756C,ai4privacy-test,4,2,0,2,4,100.0,0.879
NER-only masking,ai4privacy-43759B,ai4privacy-test,15,6,3,3,12,75.0,0.885
NER-only masking,ai4privacy-43770A,ai4privacy-test,8,3,0,3,8,100.0,0.699
NER-only masking,ai4privacy-43771B,ai4privacy-test,6,0,0,0,6,100.0,1.000
NER-only masking,ai4privacy-43772C,ai4privacy-test,2,2,0,2,2,100.0,0.848
NER-only masking,ai4privacy-43775D,ai4privacy-test,7,7,4,3,3,47.8,0.745
NER-only masking,ai4privacy-43784B,ai4privacy-test,21,11,4,7,17,62.7,0.608
NER-only masking,ai4privacy-43797C,ai4privacy-test,5,1,1,0,4,96.0,0.933
NER-only masking,ai4privacy-43798C,ai4privacy-test,0,4,0,4,0,0.0,0.792
NER-only masking,ai4privacy-43799C,ai4privacy-test,6,4,2,2,4,82.6,0.869
NER-only masking,ai4privacy-43802C,ai4privacy-test,3,0,0,0,3,100.0,1.000
NER-only masking,ai4privacy-43803B,ai4privacy-test,6,6,1,5,5,79.1,0.435
NER-only masking,ai4privacy-43805B,ai4privacy-test,8,2,2,0,6,50.9,1.000
NER-only masking,ai4privacy-43811D,ai4privacy-test,0,4,0,4,0,0.0,0.819
NER-only masking,ai4privacy-43815A,ai4privacy-test,3,9,1,8,2,31.8,0.642
NER-only masking,ai4privacy-43819A,ai4privacy-test,0,4,0,4,0,0.0,0.822
NER-only masking,ai4privacy-43819B,ai4privacy-test,17,0,0,0,17,100.0,1.000
NER-only masking,ai4privacy-43821,ai4privacy-test,7,4,0,4,7,100.0,0.754
NER-only masking,ai4privacy-43826A,ai4privacy-test,2,4,0,4,2,100.0,0.784
NER-only masking,ai4privacy-43826B,ai4privacy-test,6,2,1,1,5,67.6,0.960
NER-only masking,ai4privacy-43834B,ai4privacy-test,11,4,0,4,11,100.0,0.777
NER-only masking,ai4privacy-43837A,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-43851B,ai4privacy-test,9,9,0,9,9,100.0,0.556
NER-only masking,ai4privacy-43856D,ai4privacy-test,10,0,0,0,10,100.0,1.000
NER-only masking,ai4privacy-43860A,ai4privacy-test,3,10,0,10,3,100.0,0.424
NER-only masking,ai4privacy-43861A,ai4privacy-test,2,7,0,7,2,100.0,0.716
NER-only masking,ai4privacy-43864B,ai4privacy-test,17,9,2,7,15,84.9,0.707
NER-only masking,ai4privacy-43868B,ai4privacy-test,7,3,3,0,4,26.2,1.000
NER-only masking,ai4privacy-43872A,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-43894A,ai4privacy-test,11,8,1,7,10,90.0,0.675
NER-only masking,ai4privacy-43894B,ai4privacy-test,4,4,0,4,4,100.0,0.834
NER-only masking,ai4privacy-43897A,ai4privacy-test,2,3,0,3,2,100.0,0.824
NER-only masking,ai4privacy-43921C,ai4privacy-test,1,3,0,3,1,100.0,0.829
NER-only masking,ai4privacy-43923B,ai4privacy-test,9,1,0,1,9,100.0,0.984
NER-only masking,ai4privacy-43929A,ai4privacy-test,7,0,0,0,7,100.0,1.000
NER-only masking,ai4privacy-43938A,ai4privacy-test,0,9,0,9,0,0.0,0.661
NER-only masking,ai4privacy-43938C,ai4privacy-test,0,1,0,1,0,0.0,0.974
NER-only masking,ai4privacy-43950A,ai4privacy-test,2,4,0,4,2,100.0,0.731
NER-only masking,ai4privacy-43957,ai4privacy-test,12,0,0,0,12,100.0,1.000
NER-only masking,ai4privacy-43958,ai4privacy-test,19,4,4,0,15,71.9,0.857
NER-only masking,ai4privacy-43959A,ai4privacy-test,4,1,1,0,3,57.8,1.000
NER-only masking,ai4privacy-43970A,ai4privacy-test,3,0,0,0,3,100.0,1.000
NER-only masking,ai4privacy-43980A,ai4privacy-test,2,3,0,3,2,100.0,0.746
NER-only masking,ai4privacy-43991A,ai4privacy-test,3,8,0,8,3,100.0,0.640
NER-only masking,ai4privacy-43992B,ai4privacy-test,5,3,0,3,5,100.0,0.858
NER-only masking,ai4privacy-43999D,ai4privacy-test,5,2,0,2,5,100.0,0.893
NER-only masking,ai4privacy-44003B,ai4privacy-test,13,5,1,4,12,91.2,0.733
NER-only masking,ai4privacy-44004C,ai4privacy-test,20,8,2,6,18,80.8,0.732
NER-only masking,ai4privacy-44006B,ai4privacy-test,10,5,0,5,10,100.0,0.817
NER-only masking,ai4privacy-44007B,ai4privacy-test,5,1,0,1,5,100.0,0.965
NER-only masking,ai4privacy-44007D,ai4privacy-test,7,1,0,1,7,100.0,0.932
NER-only masking,ai4privacy-44008C,ai4privacy-test,4,1,1,0,3,71.4,1.000
NER-only masking,ai4privacy-44011B,ai4privacy-test,11,3,3,0,8,59.0,0.987
NER-only masking,ai4privacy-44013D,ai4privacy-test,3,3,0,3,3,100.0,0.757
NER-only masking,ai4privacy-44014A,ai4privacy-test,2,6,1,5,1,75.0,0.748
NER-only masking,ai4privacy-44019B,ai4privacy-test,9,1,1,0,8,85.1,1.000
NER-only masking,ai4privacy-44026A,ai4privacy-test,2,6,0,6,2,100.0,0.690
NER-only masking,ai4privacy-44044,ai4privacy-test,8,6,3,3,5,43.1,0.671
NER-only masking,ai4privacy-44053B,ai4privacy-test,3,2,0,2,3,100.0,0.933
NER-only masking,ai4privacy-44060A,ai4privacy-test,1,7,0,7,1,100.0,0.657
NER-only masking,ai4privacy-44070B,ai4privacy-test,13,14,0,14,13,100.0,0.412
NER-only masking,ai4privacy-44071B,ai4privacy-test,10,1,1,0,9,76.6,0.992
NER-only masking,ai4privacy-44073B,ai4privacy-test,10,3,0,3,10,100.0,0.820
NER-only masking,ai4privacy-44075A,ai4privacy-test,1,6,0,6,1,100.0,0.773
NER-only masking,ai4privacy-44075B,ai4privacy-test,1,4,0,4,1,100.0,0.823
NER-only masking,ai4privacy-44076B,ai4privacy-test,24,12,6,6,18,61.1,0.765
NER-only masking,ai4privacy-44086B,ai4privacy-test,2,2,0,2,2,100.0,0.938
NER-only masking,ai4privacy-44091A,ai4privacy-test,2,7,0,7,2,100.0,0.726
NER-only masking,ai4privacy-44102C,ai4privacy-test,6,1,1,0,5,53.3,1.000
NER-only masking,ai4privacy-44106C,ai4privacy-test,3,9,0,9,3,100.0,0.640
NER-only masking,ai4privacy-44111B,ai4privacy-test,2,4,0,4,2,100.0,0.784
NER-only masking,ai4privacy-44112A,ai4privacy-test,9,4,2,2,7,52.0,0.847
NER-only masking,ai4privacy-44119C,ai4privacy-test,3,3,0,3,3,100.0,0.837
NER-only masking,ai4privacy-44126C,ai4privacy-test,10,5,0,5,10,100.0,0.723
NER-only masking,ai4privacy-44127A,ai4privacy-test,9,7,0,7,9,100.0,0.670
NER-only masking,ai4privacy-44129B,ai4privacy-test,3,6,0,6,3,100.0,0.616
NER-only masking,ai4privacy-44139C,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-44144A,ai4privacy-test,4,10,0,10,4,100.0,0.586
NER-only masking,ai4privacy-44152C,ai4privacy-test,16,10,5,5,11,45.1,0.814
NER-only masking,ai4privacy-44152D,ai4privacy-test,0,3,0,3,0,0.0,0.893
NER-only masking,ai4privacy-44154B,ai4privacy-test,5,0,0,0,5,100.0,1.000
NER-only masking,ai4privacy-44172B,ai4privacy-test,3,2,0,2,3,100.0,0.924
NER-only masking,ai4privacy-44173A,ai4privacy-test,0,6,0,6,0,0.0,0.751
NER-only masking,ai4privacy-44176A,ai4privacy-test,7,3,3,0,4,44.9,1.000
NER-only masking,ai4privacy-44176B,ai4privacy-test,6,0,0,0,6,100.0,1.000
NER-only masking,ai4privacy-44177E,ai4privacy-test,6,7,4,3,2,69.0,0.600
NER-only masking,ai4privacy-44179,ai4privacy-test,17,6,3,3,14,95.1,0.691
NER-only masking,ai4privacy-44182A,ai4privacy-test,3,6,0,6,3,100.0,0.774
NER-only masking,ai4privacy-44184B,ai4privacy-test,0,4,0,4,0,0.0,0.819
NER-only masking,ai4privacy-44188A,ai4privacy-test,5,3,1,2,4,82.1,0.799
NER-only masking,ai4privacy-44192B,ai4privacy-test,16,7,2,5,14,68.8,0.748
NER-only masking,ai4privacy-44194B,ai4privacy-test,6,5,1,4,5,90.9,0.699
NER-only masking,ai4privacy-44198B,ai4privacy-test,9,5,0,5,9,100.0,0.832
NER-only masking,ai4privacy-44198C,ai4privacy-test,8,5,0,5,8,100.0,0.817
NER-only masking,ai4privacy-44200A,ai4privacy-test,3,7,0,7,3,100.0,0.523
NER-only masking,ai4privacy-44210E,ai4privacy-test,9,5,2,3,7,67.0,0.825
NER-only masking,ai4privacy-44212C,ai4privacy-test,14,1,1,0,13,86.2,1.000
NER-only masking,ai4privacy-44215A,ai4privacy-test,1,9,0,9,1,100.0,0.542
NER-only masking,ai4privacy-44217A,ai4privacy-test,0,11,0,11,0,0.0,0.629
NER-only masking,ai4privacy-44219C,ai4privacy-test,0,1,0,1,0,0.0,0.962
NER-only masking,ai4privacy-44224B,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-44230C,ai4privacy-test,9,7,3,4,6,48.5,0.785
NER-only masking,ai4privacy-44232C,ai4privacy-test,2,4,0,4,2,100.0,0.793
NER-only masking,ai4privacy-44234A,ai4privacy-test,4,5,0,5,4,100.0,0.772
NER-only masking,ai4privacy-44236C,ai4privacy-test,7,7,1,6,6,89.0,0.726
NER-only masking,ai4privacy-44240A,ai4privacy-test,0,2,0,2,0,0.0,0.893
NER-only masking,ai4privacy-44241A,ai4privacy-test,9,6,0,6,9,100.0,0.673
NER-only masking,ai4privacy-44242A,ai4privacy-test,14,12,4,8,10,66.0,0.619
NER-only masking,ai4privacy-44243C,ai4privacy-test,2,1,0,1,2,100.0,0.956
NER-only masking,ai4privacy-44245A,ai4privacy-test,0,10,0,10,0,0.0,0.604
NER-only masking,ai4privacy-44247B,ai4privacy-test,11,4,4,0,7,96.3,0.950
NER-only masking,ai4privacy-44248A,ai4privacy-test,0,7,0,7,0,0.0,0.588
NER-only masking,ai4privacy-44251B,ai4privacy-test,11,0,0,0,11,100.0,1.000
NER-only masking,ai4privacy-44260B,ai4privacy-test,7,7,1,6,6,96.2,0.646
NER-only masking,ai4privacy-44266A,ai4privacy-test,11,8,0,8,11,100.0,0.735
NER-only masking,ai4privacy-44272A,ai4privacy-test,2,5,0,5,2,100.0,0.699
NER-only masking,ai4privacy-44274B,ai4privacy-test,5,3,1,2,4,95.6,0.885
NER-only masking,ai4privacy-44275A,ai4privacy-test,0,7,0,7,0,0.0,0.767
NER-only masking,ai4privacy-44276E,ai4privacy-test,2,4,0,4,2,100.0,0.798
NER-only masking,ai4privacy-44281B,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-44291C,ai4privacy-test,12,0,0,0,12,100.0,1.000
NER-only masking,ai4privacy-44291D,ai4privacy-test,13,0,0,0,13,100.0,1.000
NER-only masking,ai4privacy-44291E,ai4privacy-test,13,0,0,0,13,100.0,1.000
NER-only masking,ai4privacy-44300B,ai4privacy-test,6,4,0,4,6,100.0,0.812
NER-only masking,ai4privacy-44308A,ai4privacy-test,5,6,0,6,5,100.0,0.658
NER-only masking,ai4privacy-44309B,ai4privacy-test,9,4,1,3,8,62.0,0.842
NER-only masking,ai4privacy-44310C,ai4privacy-test,6,2,0,2,6,100.0,0.866
NER-only masking,ai4privacy-44314B,ai4privacy-test,11,4,0,4,11,100.0,0.730
NER-only masking,ai4privacy-44315B,ai4privacy-test,11,2,0,2,11,100.0,0.731
NER-only masking,ai4privacy-44323D,ai4privacy-test,4,11,1,10,3,65.1,0.640
NER-only masking,ai4privacy-44334A,ai4privacy-test,4,4,0,4,4,100.0,0.754
NER-only masking,ai4privacy-44336B,ai4privacy-test,2,2,1,1,1,95.8,0.901
NER-only masking,ai4privacy-44337E,ai4privacy-test,4,1,0,1,4,100.0,0.947
NER-only masking,ai4privacy-44344A,ai4privacy-test,9,3,0,3,9,100.0,0.853
NER-only masking,ai4privacy-44345C,ai4privacy-test,11,5,1,4,10,84.1,0.596
NER-only masking,ai4privacy-44347C,ai4privacy-test,0,2,0,2,0,0.0,0.891
NER-only masking,ai4privacy-44351A,ai4privacy-test,4,7,1,6,3,50.0,0.672
NER-only masking,ai4privacy-44354A,ai4privacy-test,0,10,0,10,0,0.0,0.531
NER-only masking,ai4privacy-44355A,ai4privacy-test,8,2,0,2,8,100.0,0.856
NER-only masking,ai4privacy-44362A,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-44366C,ai4privacy-test,13,2,2,0,11,66.2,1.000
NER-only masking,ai4privacy-44373B,ai4privacy-test,4,10,0,10,4,100.0,0.689
NER-only masking,ai4privacy-44377B,ai4privacy-test,6,0,0,0,6,100.0,1.000
NER-only masking,ai4privacy-44384A,ai4privacy-test,1,5,0,5,1,100.0,0.773
NER-only masking,ai4privacy-44387B,ai4privacy-test,13,12,0,12,13,100.0,0.624
NER-only masking,ai4privacy-44390B,ai4privacy-test,16,7,2,5,14,79.5,0.755
NER-only masking,ai4privacy-44394C,ai4privacy-test,4,4,0,4,4,100.0,0.768
NER-only masking,ai4privacy-44415B,ai4privacy-test,4,1,0,1,4,100.0,0.930
NER-only masking,ai4privacy-44417A,ai4privacy-test,11,3,0,3,11,100.0,0.816
NER-only masking,ai4privacy-44426A,ai4privacy-test,7,0,0,0,7,100.0,1.000
NER-only masking,ai4privacy-44434B,ai4privacy-test,7,5,0,5,7,100.0,0.798
NER-only masking,ai4privacy-44437,ai4privacy-test,36,0,0,0,36,100.0,1.000
NER-only masking,ai4privacy-44448B,ai4privacy-test,12,8,1,7,11,93.9,0.708
NER-only masking,ai4privacy-44449C,ai4privacy-test,11,2,2,0,9,72.0,1.000
NER-only masking,ai4privacy-44456A,ai4privacy-test,12,6,4,2,8,51.8,0.855
NER-only masking,ai4privacy-44464A,ai4privacy-test,13,2,2,0,11,73.9,1.000
NER-only masking,ai4privacy-44468A,ai4privacy-test,12,4,0,4,12,100.0,0.734
NER-only masking,ai4privacy-44480B,ai4privacy-test,1,5,0,5,1,100.0,0.710
NER-only masking,ai4privacy-44496B,ai4privacy-test,10,1,1,0,9,94.3,1.000
NER-only masking,ai4privacy-44498D,ai4privacy-test,0,4,0,4,0,0.0,0.882
NER-only masking,ai4privacy-44506D,ai4privacy-test,3,4,0,4,3,100.0,0.802
NER-only masking,ai4privacy-44508A,ai4privacy-test,6,4,0,4,6,100.0,0.825
NER-only masking,ai4privacy-44513C,ai4privacy-test,11,4,0,4,11,100.0,0.852
NER-only masking,ai4privacy-44519A,ai4privacy-test,10,5,0,5,10,100.0,0.672
NER-only masking,ai4privacy-44519D,ai4privacy-test,1,4,0,4,1,100.0,0.832
NER-only masking,ai4privacy-44521B,ai4privacy-test,0,2,0,2,0,0.0,0.939
NER-only masking,ai4privacy-44523A,ai4privacy-test,1,4,0,4,1,100.0,0.685
NER-only masking,ai4privacy-44538A,ai4privacy-test,17,9,7,2,10,61.5,0.658
NER-only masking,ai4privacy-44541B,ai4privacy-test,3,0,0,0,3,100.0,1.000
NER-only masking,ai4privacy-44543C,ai4privacy-test,2,1,0,1,2,100.0,0.971
NER-only masking,ai4privacy-44552B,ai4privacy-test,2,4,0,4,2,100.0,0.699
NER-only masking,ai4privacy-44564C,ai4privacy-test,11,1,1,0,10,85.4,1.000
NER-only masking,ai4privacy-44564D,ai4privacy-test,11,0,0,0,11,100.0,1.000
NER-only masking,ai4privacy-44583A,ai4privacy-test,9,1,1,0,8,89.7,1.000
NER-only masking,ai4privacy-44587A,ai4privacy-test,5,9,2,7,3,21.7,0.541
NER-only masking,ai4privacy-44587C,ai4privacy-test,0,2,0,2,0,0.0,0.912
NER-only masking,ai4privacy-44590A,ai4privacy-test,4,0,0,0,4,100.0,1.000
NER-only masking,ai4privacy-44597A,ai4privacy-test,4,4,0,4,4,100.0,0.871
NER-only masking,ai4privacy-44597D,ai4privacy-test,4,3,0,3,4,100.0,0.908
NER-only masking,ai4privacy-44614A,ai4privacy-test,4,5,0,5,4,100.0,0.796
NER-only masking,ai4privacy-44618A,ai4privacy-test,11,4,4,0,7,69.3,0.815
NER-only masking,ai4privacy-44618B,ai4privacy-test,11,4,4,0,7,45.5,0.756
NER-only masking,ai4privacy-44623B,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-44636B,ai4privacy-test,16,1,1,0,15,89.8,1.000
NER-only masking,ai4privacy-44638A,ai4privacy-test,8,0,0,0,8,100.0,1.000
NER-only masking,ai4privacy-44650A,ai4privacy-test,3,4,0,4,3,100.0,0.797
NER-only masking,ai4privacy-44656B,ai4privacy-test,18,7,4,3,14,68.9,0.853
NER-only masking,ai4privacy-44657C,ai4privacy-test,4,3,1,2,3,76.5,0.864
NER-only masking,ai4privacy-44662A,ai4privacy-test,7,7,3,4,4,85.7,0.490
NER-only masking,ai4privacy-44662B,ai4privacy-test,11,11,5,6,6,58.2,0.339
NER-only masking,ai4privacy-44670D,ai4privacy-test,5,8,1,7,4,90.0,0.614
NER-only masking,ai4privacy-44671D,ai4privacy-test,8,8,0,8,8,100.0,0.584
NER-only masking,ai4privacy-44672A,ai4privacy-test,5,5,0,5,5,100.0,0.744
NER-only masking,ai4privacy-44680C,ai4privacy-test,2,3,0,3,2,100.0,0.870
NER-only masking,ai4privacy-44689A,ai4privacy-test,10,12,4,8,6,14.1,0.596
NER-only masking,ai4privacy-44690C,ai4privacy-test,6,8,1,7,5,97.3,0.701
NER-only masking,ai4privacy-44705B,ai4privacy-test,18,1,0,1,18,100.0,0.862
NER-only masking,ai4privacy-44707B,ai4privacy-test,12,0,0,0,12,100.0,1.000
NER-only masking,ai4privacy-44712A,ai4privacy-test,22,6,4,2,18,49.3,0.816
NER-only masking,ai4privacy-44715D,ai4privacy-test,12,6,4,2,8,40.9,0.898
NER-only masking,ai4privacy-44719B,ai4privacy-test,10,9,0,9,10,100.0,0.611
NER-only masking,ai4privacy-44730C,ai4privacy-test,7,5,0,5,7,100.0,0.785
NER-only masking,ai4privacy-44736B,ai4privacy-test,12,8,4,4,8,40.0,0.855
NER-only masking,ai4privacy-44737A,ai4privacy-test,1,3,0,3,1,100.0,0.843
NER-only masking,ai4privacy-44737C,ai4privacy-test,5,12,0,12,5,100.0,0.536
NER-only masking,ai4privacy-44738C,ai4privacy-test,4,7,1,6,3,97.2,0.664
NER-only masking,ai4privacy-44739B,ai4privacy-test,19,10,4,6,15,73.5,0.629
NER-only masking,ai4privacy-44746A,ai4privacy-test,8,3,0,3,8,100.0,0.828
NER-only masking,ai4privacy-44752B,ai4privacy-test,5,1,1,0,4,82.9,1.000
NER-only masking,ai4privacy-44759B,ai4privacy-test,8,1,0,1,8,100.0,0.960
NER-only masking,ai4privacy-44760A,ai4privacy-test,13,8,2,6,11,74.3,0.502
NER-only masking,ai4privacy-44769A,ai4privacy-test,7,6,2,4,5,54.9,0.852
NER-only masking,ai4privacy-44770B,ai4privacy-test,1,7,0,7,1,100.0,0.606
NER-only masking,ai4privacy-44770C,ai4privacy-test,2,6,0,6,2,100.0,0.681
NER-only masking,ai4privacy-44771D,ai4privacy-test,9,4,0,4,9,100.0,0.868
NER-only masking,ai4privacy-44772A,ai4privacy-test,7,1,1,0,6,75.4,1.000
NER-only masking,ai4privacy-44774B,ai4privacy-test,12,7,1,6,11,85.2,0.614
NER-only masking,ai4privacy-44775D,ai4privacy-test,14,3,3,0,11,64.4,1.000
NER-only masking,ai4privacy-44781A,ai4privacy-test,3,4,0,4,3,100.0,0.698
NER-only masking,ai4privacy-44781B,ai4privacy-test,6,3,0,3,6,100.0,0.767
NER-only masking,ai4privacy-44782C,ai4privacy-test,12,11,1,10,11,82.7,0.612
NER-only masking,ai4privacy-44783A,ai4privacy-test,0,1,0,1,0,0.0,0.963
NER-only masking,ai4privacy-44785C,ai4privacy-test,0,0,0,0,0,0.0,1.000
NER-only masking,ai4privacy-44788A,ai4privacy-test,6,3,0,3,6,100.0,0.791
NER-only masking,ai4privacy-44793C,ai4privacy-test,0,1,0,1,0,0.0,0.947
NER-only masking,ai4privacy-44802B,ai4privacy-test,11,4,2,2,9,88.1,0.853
